name,location,city,district,address,latitude,longitude,telephone
雅芙美容坊(市招維納斯),櫃檯,台北市,大安區,仁愛路4段112巷5號地下室,25.035762,121.549711,0910165266
Curves女性專用30分鐘健身中心內湖成功店,二樓進門左手邊,台北市,內湖區,成功路四段34號二樓,25.081816,121.591676,02-27948659
國立臺灣師範大學,公館校區校門口警衛室內,台北市,文山區,汀州路4段88號,25.007963,121.536905,02-77343107
財團法人台北市文化基金會台北當代藝術館,售票大廳處,台北市,大同區,長安西路39號,25.050725,121.518975,02-25523721#231
交通部民用航空局臺北國際航空站(松山機場)-出境證照查驗大廳,國際線2樓外候機室,台北市,松山區,敦化北路340-9號,25.063676,121.552858,02-87703418
臺北市文山區萬芳國民小學,學校川堂,台北市,文山區,萬和街1號,25.003231,121.567433,22301232*25
台北市立吳興國小,健康中心內,台北市,信義區,松仁路226號,25.025743,121.568716,02-27589615
臺北市立關渡國民中學,學務處走廊,台北市,北投區,知行路212號,25.119885,121.467145,02-28581770*36
臺北市立大學附設實驗國民小學,學生事務處健康中心,台北市,中正區,公園路29號,25.036073,121.515246,23113040*118
玉山商業銀行股份有限公司,玉山銀行總部大樓大門入口右側,台北市,松山區,民生東路3段115號,25.057932,121.546642,02-21751313#8725
臺北市立士林國民中學,繁星樓B1游泳池,台北市,士林區,中正路345號,25.094225,121.522739,02-88613411
台北市私立崇生康復之家,機構活動區,台北市,大同區,重慶北路2段188號3樓,25.062297,121.513358,02-25538802
萬美社區管理委員會,1號1樓梯間,台北市,文山區,萬美街2段2巷1號,25.003439,121.562612,0921887937
財團法人公共電視文化事業基金會,B棟警衛室對面(玻璃門旁),台北市,內湖區,康寧路3段75巷70號B棟,25.080745,121.590836,02-26338191
微風台大醫院,微風台大醫院服務台右邊,台北市,中正區,中山南路7號B1,25.040750,121.518625,0975791292
臺北市立士林國民中學,警衛室內,台北市,士林區,中正路345號,25.094366,121.522570,02-88613411
臺北市政府環境保護局北投垃圾焚化廠,值班宿舍1樓辦公室,台北市,北投區,洲美街271號,25.100116,121.498582,02-28360050轉162
國立臺北藝術大學,展演中心內,台北市,北投區,學園路1號,25.131803,121.469779,02-28938803
微風置地股份有限公司信義分公司,3F服務台旁,台北市,信義區,忠孝東路五段86號3F,25.041035,121.567002,02-66366699#3528
中鼎工程公司,中鼎大樓10F觀景窗旁,台北市,士林區,中山北路六段89號,25.105726,121.524397,28339999轉12225
臺北市松山地政事務所,一樓大廳,台北市,信義區,莊敬路391巷11弄2號,25.028846,121.566153,27230711
民生承安診所,民生承安診所,台北市,中山區,民生東路三段90號,25.057454,121.543485,25032633#233
展昭國際企業(股)公司國立台北護理健康大學水療中心,水療中心,台北市,北投區,明德路365號,25.117796,121.518053,02 28281528
欣葉國際餐飲-台灣料理創始店,1樓門市入口處,台北市,中山區,雙城街34-1號,25.066547,121.524153,0926-238-803
欣葉國際餐飲-101食藝軒,餐廳櫃台右方,台北市,信義區,信義路5段7號85樓之1,25.033718,121.564810,02-8101-0185
欣葉國際餐飲-日本料理中山店,餐廳櫃台入口處,台北市,中山區,中山北路2段52號,25.056304,121.522588,02-2542-5858
仙妮蕾德餐旅管理有限公司 王朝大酒店,1樓大廳,台北市,松山區,敦化北路100號,25.052888,121.548314,2719-7199*3162
台北福華大飯店,飯店大廳,台北市,大安區,仁愛路3段160號,25.037704,121.543377,0955609700
神旺商務酒店,一樓柏晶廳,台北市,中山區,南京東路1段128號,25.051864,121.527041,02-2511-5185
臺北市藝文推廣處-文山劇場,文山劇場一樓大廳休息區,台北市,文山區,景文街32號,24.991961,121.541233,29332199分機506
福德坑環保復育園區,管理辦公室1樓,台北市,文山區,木柵路5段151號,25.007261,121.589505,(02)8230-1969
臺北市立浩然敬老院,致和1樓大廳,台北市,北投區,關渡里知行路75號,25.118367,121.467733,28581081分機318
台北市北投區石牌國民小學,石牌國小警衛室,台北市,北投區,致遠二路80號,25.115729,121.511757,28227484#227
臺北市北投區文林國民小學,健康中心內,台北市,北投區,文林北路155號,25.105905,121.514744,28234212-306
臺北市私立惇敘高級工商職業學校,學務處,台北市,北投區,泉源路221號,25.144552,121.527099,28912630轉181
全真概念健康事業股份有限公司-環亞分公司,9樓櫃台旁,台北市,松山區,南京東路三段337號9樓,25.052006,121.548289,02-27161234
城市學校財團法人臺北城市科技大學,行政大樓1樓健康中心旁,台北市,北投區,學園路2號,25.133617,121.468879,02-2895-2619
凱達格蘭文化館,一樓大廳大門左側,台北市,北投區,中山路3-1號,25.137067,121.505788,02-27206001轉26
北投麗禧溫泉酒店,一樓大廳櫃檯旁,台北市,北投區,幽雅路30號,25.137952,121.514833,0972769826
立偉電子股份有限公司,3樓辦公室內,台北市,大同區,鄭州路139號3樓,25.050395,121.510304,2553-7885#306
中國文化大學推廣教育部 忠孝分部,忠孝分部國際語言中心一樓服務櫃台旁,台北市,中正區,忠孝東路1段41號1樓,25.044512,121.525817,02-27005858#8331
臺北市立龍門國民中學,龍門國中學務處外,台北市,大安區,建國南路2段269號,25.024673,121.538208,02-27330299轉1006
優力國際安全認證有限公司,一樓逃生疏散樓梯旁,台北市,北投區,大業路260號1F,25.126384,121.498596,02-28967790 # 62727
中國人壽保險股份有限公司-總公司,1樓大廳,台北市,松山區,敦化北路122號,25.053985,121.548513,02-25146263
臺北市立五常國民中學,1樓東側川堂男廁旁,台北市,中山區,復興北路430巷1號,25.063482,121.543100,25014320轉101
台灣精品館,台灣精品館,台北市,中山區,中山北路三段181號,25.072594,121.524852,(02)27255200#1355
台北市中山區永安國小,健康中心前走廊,台北市,中山區,明水路397巷19弄1號,25.078776,121.549406,25334799
臺北市立敦化國民小學,健康中心內,台北市,松山區,敦化北路2號,25.049244,121.547884,27529715
潤泰旭展股份有限公司,B棟2樓服務台右側,台北市,南港區,忠孝東路七段369號,25.052749,121.606124,02-2652-9051
跨越體適能有限公司,場館必經出入口,台北市,信義區,和平東路三段333號地下,25.018705,121.558744,0928055110
財團法人公共電視文化事業基金會,C棟大廳警衛室右邊,台北市,內湖區,康寧路3段75巷100號C棟,25.080745,121.590836,02-26338191
康體健身器材有限公司,店內入口處,台北市,中山區,民權西路36號3樓,25.062605,121.521303,0927301027
臺北市萬華區福星國民小學,警衛室,台北市,萬華區,中華路一段66號,25.046784,121.507931,23144668轉132
臺灣菸酒股份有限公司,法務處門口右側,台北市,中正區,南昌路1段四號,25.034070,121.514877,02-23214567#642
臺北市大同區雙蓮國小,活動中心三樓,台北市,大同區,錦西街51號,25.061411,121.517544,02-25570309#1026
國立臺北護理健康大學(城區部),學生活動中心外,台北市,萬華區,內江街89號,25.041755,121.503359,02-28227101*2451
微風置地股份有限公司南京分公司,3F贈獎處旁,台北市,松山區,南京東路三段337號,25.052006,121.548289,02-2175-0999#3528
中鼎工程公司,1F大廳服務台旁,台北市,士林區,中山北路六段89號,25.105726,121.524397,28339999轉12225
臺北市大安地政事務所,1樓大廳,台北市,大安區,信義路4段335巷6號,25.033834,121.556434,(02)2754-8900#402
南海開發大樓,台北市南海路20號一樓,台北市,中正區,南海路20號,25.032422,121.517117,0972110368
臺灣菸酒股份有限公司台北啤酒工場,打卡室內,台北市,中山區,八德路二段85號,25.047119,121.534198,0227719131#392
台北市萬華老人服務中心,台北市萬華老人服務中心,台北市,萬華區,西寧南路4號A棟3樓,25.047900,121.506969,02-23610666
台北亞都麗緻大飯店,台北市民權東路二段41號,台北市,中山區,民權東路2段41號,25.062820,121.530058,02-25971234
臺灣集中保管結算所股份有限公司(7F),台北市松山區復興北路363號7樓,台北市,松山區,復興北路363號7樓,25.060561,121.544388,02-25141432
活泉足體養身世界,大門右側,台北市,中山區,民權東路2段134號1樓,25.062315,121.532887,02-25712017
臺灣集中保管結算所股份有限公司(9F),台北市松山區復興北路363號9樓,台北市,松山區,復興北路363號9樓,25.060561,121.544388,02-25141432
財團法人台灣省私立健順養護中心受託經營管理臺北市南港老人服務暨日間照顧中心,二樓日照中心外,台北市,南港區,重陽路187巷5號,25.057718,121.598498,02-26535311轉13
統一超商股份有限公司總公司,總公司辦公室2F,台北市,信義區,東興路65號2F,25.046907,121.566594,02-2747-8711 #3880
韋德伍斯健身有限公司,館內三樓,台北市,大同區,天水路1號,25.053640,121.514046,0925951256
國立臺灣師範大學,圖書館校區校門口警衛室外,台北市,大安區,和平東路1段129號,25.027352,121.529045,02-77343107
交通部民用航空局臺北國際航空站(松山機場)-出境證照查驗大廳,國際線出境證照查驗大廳,台北市,松山區,敦化北路340-9號,25.063685,121.551645,02-87703418
交通部民用航空局臺北國際航空站(松山機場)-國際線候機室,國際線2樓內候機室,台北市,松山區,敦化北路340-9號,25.064205,121.553397,02-87703418
台灣鐵路管理局臺北運務段萬華車站,一月台行車室,台北市,萬華區,康定路382號,25.033349,121.500442,02-23020481
台象股份有限公司,台象總公司9樓櫃台,台北市,中山區,長安東路2段100號9樓,25.048190,121.535019,02-25069009#328
康寧醫護暨管理專科學校,野聲館,台北市,內湖區,康寧路3段75巷137號,25.076465,121.610531,02-26321181分機430
新光三越百貨股份有限公司台北信義分公司四館,3F醫護室,台北市,信義區,松高路19號,25.039329,121.567026,8789-5599#8509
新光三越百貨股份有限公司台北信義分公司,6F醫護室,台北市,信義區,松壽路11號,25.036218,121.567269,87801000#2086
臺北市北投區立農國小,一樓川堂 電梯旁,台北市,北投區,立農街一段250號,25.119147,121.505128,28210702*211
台北信義威秀影城,2F售票處,台北市,信義區,松壽路20號,25.035636,121.567099,02-87805566#209
時代國際飯店股份有限公司(台北W飯店),1樓員工出入口,台北市,信義區,忠孝東路5段10號,25.040671,121.565975,02-77038911
國立台灣大學-長興校區(長興街50號),男一舍,台北市,大安區,長興街50號,25.016473,121.544436,33662003
國立台灣大學,國青宿舍,台北市,大安區,羅斯福路四段1號,25.020192,121.544470,33662003
國立台灣大學,新生大樓,台北市,大安區,羅斯福路四段1號,25.019740,121.538403,33662003
台北金融大樓股份有限公司,商場2樓中環,台北市,信義區,市府路45號,25.033715,121.564702,02-81018929
國立台灣大學,舊體育館,台北市,大安區,羅斯福路四段1號,25.019701,121.536354,33662003
國立台灣大學,社科學院警衛室,台北市,大安區,羅斯福路四段1號,25.020953,121.541208,33662003
香港商世界健身事業有限公司大安分公司,健身中心三樓入口大廳,台北市,大安區,信義路4段6號三樓,25.033107,121.544108,0988776309
臺北市大安運動中心,一樓大廳,台北市,大安區,辛亥路3段55號,25.020777,121.545636,0919278483
國立台灣大學,行政大樓,台北市,大安區,羅斯福路4段1號,25.016313,121.536802,33662003
香港商世界健身事業有限公司天母分公司,會所一樓,台北市,士林區,中山北路7段34號,25.119924,121.531148,(02)2875-5050
台北金融大樓股份有限公司,商場B1客服櫃台,台北市,信義區,市府路45號,25.033724,121.564724,02-81018929
台北金融大樓股份有限公司,商場B1美食街往辦公大樓電扶梯旁,台北市,信義區,市府路45號,25.033719,121.564735,02-81018929
衛生福利部,3樓西側哺乳室前,台北市,南港區,忠孝東路六段488號,25.050197,121.595335,02-85906522
衛生福利部,8樓西側公共空間,台北市,南港區,忠孝東路六段488號,25.050261,121.595335,02-85906522
陽明山國家公園擎天崗遊客服務站,服務站大門入口處,台北市,士林區,菁山路101巷246號,25.167212,121.574182,0228615404
陽明山國家公園冷水坑遊客服務站,一樓展場內,台北市,士林區,菁山路101巷170號,25.165613,121.563910,(02)2861-0036
長源汽車台北營業處,顧客休息室,台北市,中山區,濱江街321號,25.072432,121.547426,02-25152108
臺北市北投區明德國民小學,一樓健康中心前走廊,台北市,北投區,明德路190號,25.112123,121.521788,(02)2822-9651#1205
台北市北投區關渡國小,健康中心內,台北市,北投區,中央北路4段581號,25.126631,121.466292,28912847#236
Curves女性專用30分鐘健身中心南京三民店,店內運動區,台北市,松山區,台北市南京東路5段202號3F-5,25.051193,121.564752,02-27483316
華山1914文化創意產業園區,小雪人空間,台北市,中正區,八德路一段一號,25.044130,121.529399,02-23581914#582
台北市私立金甌女子高級中學,教官室,台北市,大安區,杭州南路2段1號,25.034768,121.524182,02-23214765#201
國都L濱江廠,服務廠客休室,台北市,中山區,濱江街233號,25.072726,121.541244,2508-1288
臺北市立建成國民中學,大門口警衛室內,台北市,大同區,長安西路37之1號,25.051838,121.518637,02-25587042*626
國家文官學院,行政大樓1樓菁英講堂前,台北市,南港區,忠孝東路7段576號,25.052615,121.613619,02-26531667
國立臺灣科技大學,管理大樓大門左側,台北市,大安區,基隆路4段43號,25.012329,121.541265,02-27376136
交通部民用航空局臺北國際航空站(松山機場)-國際線入境大廳,國際線入境大廳,台北市,松山區,敦化北路340-9號,25.064269,121.551895,02-87703418
交通部臺灣鐵路管理局臺北運務段臺北站,B1F東側出口內方,台北市,中正區,北平西路3號,25.047921,121.516997,02-2381-5226#2476
交通部臺灣鐵路管理局臺北運務段臺北站,B1F西側出口內方,台北市,中正區,北平西路3號,25.047921,121.517158,02-2381-5226#2476
中央研究院,學術活動中心,台北市,南港區,研究院路2段128號,25.041044,121.612617,27852717-1224
市府轉運站,售票大廳,台北市,信義區,忠孝東路5段6號,25.040914,121.565136,02-27221166
德明財經科技大學,綜合大樓六樓體育館,台北市,內湖區,環山路1段56號,25.086741,121.565132,(02)26585801-2241
立法院委員研究大樓,1樓大廳,台北市,中正區,台北市濟南路1段3之1號,25.043032,121.521261,02-23585238
內湖防災科學教育館,1樓入口處,台北市,內湖區,成功路2段376號4樓,25.069350,121.590338,2791-9786
臺北市政府環境保護局山豬窟游泳池館,游泳池館大廳,台北市,南港區,舊莊街1段290巷32號,25.030603,121.623886,2654-8933
國立臺北藝術大學,活動中心衛生保健組,台北市,北投區,學園路1號,25.133197,121.469935,02-28938803
北都汽車股份有限公司-中正廠,1樓辦公室結帳櫃檯後方,台北市,中正區,忠孝東路2段122號,25.042475,121.531596,02-23956502
300壯士跨時代健身中心,健身房入口處,台北市,萬華區,漢口街2段73號B1,25.046304,121.504496,0912989919
台北健身院新生店,入門處左斜方柱子,台北市,大安區,新生南路3段58號B1,25.020429,121.533862,02-23632298
台北國際會議中心,1樓大廳服務台,台北市,信義區,信義路5段1號,25.033690,121.561022,02-27255200ext.3543
台北世貿中心展覽大樓,世貿中心展覽大樓西大門郵局旁,台北市,信義區,信義路5段5號,25.033259,121.562324,02-27251361
Curves 女性專用30分鐘健身中心東湖店,一樓櫃台旁,台北市,內湖區,東湖路33巷17號,25.069596,121.613479,0979679662
國家表演藝術中心國家兩廳院,戲劇院大廳,台北市,中正區,中山南路21-1號,25.035168,121.517812,02-33939583
國都濱江服務廠,服務廠展間,台北市,中山區,濱江街269號,25.072604,121.542531,25158747
Curves女性專用30分鐘健身中心石牌店,櫃檯左後方,台北市,北投區,裕民六路120號5樓,25.114535,121.517648,0935932621
Curves女性專用30分鐘健身中心建國長春店,運動區,台北市,中山區,建國北路二段74號3F,25.055038,121.536441,0910006131
Curves女性專用30分鐘健身中心和平建國店,"2F大門進入,櫃台旁邊約200公分距離",台北市,大安區,和平東路2段53巷2號2樓,25.025870,121.538452,0920095613
北都汽車股份有限公司-lexus敦南所,展示間,台北市,松山區,敦化南路1段25號,25.046326,121.549264,(02)2579-1633
台北市成功高中運動中心,8樓健身房入口旁,台北市,中正區,濟南路一段71號,25.043323,121.523257,0932342067
臺北市立興隆國民小學,大門口警衛室,台北市,文山區,福興路2號,25.002436,121.551888,29323131分機615
國立歷史博物館,3樓展場,台北市,中正區,南海路49號,25.031454,121.511227,02-23610270-316
大河之戀皇后號,一樓客艙接待櫃檯左側,台北市,北投區,關渡碼頭,25.120927,121.461921,0930448833
萬美社區管理委員會,7號樓梯間,台北市,文山區,萬美街2段2巷7號,25.002648,121.562769,0921887937
臺北市大安區老人日間照顧服務,臺北市大安區老人日間照顧服務,台北市,大安區,新生南路三段52-5號5樓,25.021179,121.533992,02-23661321
台灣新光保全股份有限公司3館波士頓大樓,電梯3樓右側,台北市,內湖區,行愛路140巷25號3樓,25.063635,121.579337,(02)7719-9888#20205
台灣新光保全股份有限公司2館優勢領航大樓,3樓左側屋內,台北市,內湖區,新湖二路128號3樓,25.062436,121.578749,7719-9888#21531
北投老人日間照顧中心,台北市北投區裕民六路120號3樓,台北市,北投區,裕民六路120號3樓,25.114535,121.517648,28218267*105
超越體能顧問有限公司,下樓梯右側,台北市,松山區,南京東路四段17號b1,25.051908,121.550245,02-27152733
台北市內湖區南湖國民小學,學校五樓之體育組辦公室外面走廊,台北市,內湖區,康寧路三段200號,25.068697,121.612033,02-26321296#36
陽明海運股份有限公司台灣營業部,陽明海運重慶大樓一樓大廳,台北市,大同區,重慶北路2段243號,25.062502,121.513900,(02)2181-6808
柔昱健康事業有限公司,會館大廳會員休憩區,台北市,中山區,復興北路150號2樓,25.052783,121.543662,02-2712-8722
誠品生活松菸店,B2F誠品電影院,台北市,信義區,菸廠路88號,25.044558,121.561317,0266365888
遠東百貨股份有限公司台北分公司,1樓服務台,台北市,中正區,寶慶路32號,25.041642,121.509108,0931091203
台北君悅酒店,5樓健身中心,台北市,信義區,松壽路2號,25.035486,121.563018,02-27201233
東南亞秀泰影城,2樓販賣部旁邊,台北市,中正區,羅斯福路4段136巷3號,25.012775,121.535355,02-23678999
台北市松山區西松國民小學,總務處前,台北市,松山區,三民路5號,25.052450,121.563517,27609221#340
國立陽明大學醫學院二館1樓,國立陽明大學醫學院二館1樓,台北市,北投區,石牌立農街二段155號醫學院二館1樓,25.122886,121.515884,28267000#2358
藍鵲地景(圓山風景區),藍鵲地景,台北市,中山區,中山北路4段1號,25.079063,121.528468,02-27593001
台北市私立滬江高級中學,滬江高中學務處,台北市,文山區,羅斯福路六段336號,24.989099,121.539259,8663-1122#227
晶華國際酒店股份有限公司,飯店大廳,台北市,中山區,中山北路2段39巷3號,25.054187,121.524240,0930884397
國立臺北科技大學,衛生保健組,台北市,大安區,忠孝東路3段1號,25.043430,121.534249,27712171#1265
京華城全生活廣場,一樓服務台,台北市,松山區,八德路4段138號,25.047620,121.561902,0953552535
遠企中心高級商業辦公大樓,一樓大廳會客沙發區,台北市,大安區,敦化南路二段207號,25.025986,121.549306,02-27369880
內溝溪生態展示館,1樓大門入口右側,台北市,內湖區,康樂街236之3號,25.087353,121.622697,（02）2634-7851
薩摩亞商亞立基國際股份有限公司台灣分公司,健身房入口處右側,台北市,大同區,寧夏路11號B1,25.054697,121.515032,(02)77321069
臺北捷運港墘站BR17,主詢問處附近,台北市,內湖區,內湖路1段663號,25.080048,121.575024,(02)87975345
教育部第三辦公室,2樓大廳正面左側,台北市,中正區,徐州路48-1號,25.040115,121.525078,0277366014
玉泉公園游泳池,入口大廳右側,台北市,大同區,西寧北路28號,25.049723,121.507347,0225509828
文山區三玄宮步道旁指南國小內,運動中心大門旁,台北市,文山區,臺北市文山區指南路三段38巷5-2號,24.976411,121.583730,22393546#23
極限健身中心-內湖店,室內飛輪教室外,台北市,內湖區,民善街88號4樓,25.060430,121.575214,02-27956808-151
國立陽明大學警衛室,國立陽明大學警衛室,台北市,北投區,立農街2段155號,25.119666,121.513247,28267000#2358
國泰商旅和逸台北忠孝館,2樓餐廳入口,台北市,中正區,忠孝東路一段31號,25.044655,121.525393,0936286196
臺北市大安區大安國民小學,大安國小,台北市,大安區,臥龍街129號,25.020012,121.549076,27322332*886
國立陽明大學,研究大樓一樓門口,台北市,北投區,台北市北投區立農街二段155號,25.123577,121.515654,02-28267000#2358
臺北市立兒童新樂園,三樓第二出口旁,台北市,士林區,承德路5段55號,25.097079,121.514502,28333823#621
高勁健身事業股份有限公司永春分公司,健身房的櫃台旁,台北市,信義區,忠孝東路5段451號B1,25.041104,121.576252,02-27650700
高勁健身事業股份有限公司巨蛋分公司,營運櫃台斜對面,台北市,松山區,南京東路4段2號,25.051346,121.549569,(02)25796565
沃田有限公司,1樓櫃檯,台北市,士林區,中山北路7段127號,25.122814,121.531848,0963573283
臺北市大安區金華國民小學,川堂左側/警衛室門旁,台北市,大安區,愛國東路79巷11號,25.032275,121.527675,(02)2391-7402  分機829
松山奉天宮,香客大樓1樓餐廳外,台北市,信義區,福德街221巷12號,25.037385,121.584669,02-27279765
台北北投雅樂軒酒店,1F櫃檯旁,台北市,北投區,大業路300巷1號,25.128390,121.498579,0277011832
克強公園游泳池,入口大廳右側,台北市,士林區,磺溪街55巷2號,25.107885,121.521889,8866-5105
財團法人國家實驗研究院台灣颱風洪水研究中心(台北辦公室),11樓辦公室入口右轉處,台北市,中正區,羅斯福路1段91號11樓,25.031120,121.519863,02-23219660#138
新光保全科技總部5樓,5樓辦公室內,台北市,內湖區,行愛路128號,25.063773,121.580031,0920837888
日本伊藤萬游泳學校(台北艋舺校),游泳池櫃台大廳民眾休息區,台北市,萬華區,西園路2段55弄3號B1,25.032914,121.498157,0919312648
國立臺北科技大學,學生宿舍一舍,台北市,大安區,忠孝東路3段1號,25.043527,121.537660,27712171#1265
臺北市萬華區龍山國小,健康中心內,台北市,萬華區,和平西路3段235號,25.036439,121.495917,23082977-721
內湖區碧山露營場,碧山露營場小白屋,台北市,內湖區,碧山路26-7號,25.104706,121.578851,0922636885
柔昱健康事業有限公司大安分公司(羅福館),會館B教室門口,台北市,大安區,羅斯福路2段91號B1,25.025591,121.523819,02-2364-6433
臺北市中山區中山國民小學,一樓川堂,台北市,中山區,民權東路1段69號,25.063005,121.526449,25914085*22
鼎鼎大飯店股份有限公司,6樓健身房,台北市,大安區,敦化南路二段201號,25.026612,121.549282,0931077362
臺北市大安區新生國民小學,健康中心外面,台北市,大安區,新生南路二段36號,25.029820,121.533620,23913122-234
財團法人台灣文學發展基金會臺北市紀州庵新館,紀州庵文學森林1樓樓梯口,台北市,中正區,同安街107號,25.021649,121.520421,02-23687577
松山慈惠堂,鼓樓左側，飲水機旁,台北市,信義區,福德街251巷33號,25.036520,121.587484,02-27261735
臺北找茶園-南港茶葉製造示範場,入口大廳,台北市,南港區,舊莊街二段336號,25.027406,121.664012,02-2653-0333
財團法人台北市南海普陀山慧濟寺,寺務處門口,台北市,士林區,中山北路七段190巷34-1號,25.126340,121.536201,02-28715131
台北美福大飯店,4樓健身中心櫃台前,台北市,中山區,樂群二路55號,25.080489,121.553897,0277223399
英屬百慕達商友邦人壽保險股份有限公司台灣分公司,台北市松山區區南京東路四段1號13樓,台北市,松山區,區南京東路四段1號13樓,25.051974,121.549531,66058692
財團法人中華民國佛教慈濟慈善事業基金會-台北東區聯絡處,台北市信義區松隆路327號1樓,台北市,信義區,松隆路327號1樓,25.048578,121.578673,02-2764-3060
台北北投雅樂軒酒店,B1保安室旁(員工出入口),台北市,北投區,大業路300巷1號B1,25.128390,121.498579,0968053090
英屬百慕達商友邦人壽保險股份有限公司台灣分公司,台北市大安區敦化南路二段333號17樓,台北市,大安區,敦化南路二段333號17樓,25.022086,121.549117,66058692
臺北市大安區新生國民小學,游泳池,台北市,大安區,新生南路二段36號,25.029820,121.533620,23913122-234
景美仙岩廟(仙跡岩風景區),仙岩廟內,台北市,文山區,景興路243巷,24.992328,121.547567,02-27593001
臺北市立文獻館,西本願寺廣場本堂臺基北側入口處,台北市,萬華區,中華路一段174之1號,25.040198,121.507287,02-23115355#13
臺北市水源劇場,劇場大廳內,台北市,中正區,羅斯福路四段92號10樓,25.013651,121.534973,02-23625259 #111
國立臺北科技大學,忠孝東路警衛室,台北市,大安區,忠孝東路3段1號,25.042206,121.535600,27712171#1265
教育部,大廳右側,台北市,中正區,中山南路5號,25.042750,121.519083,0277366014
臺北市私立南華高中,一樓川堂,台北市,中正區,汀州路三段58號,25.015680,121.531079,02-23686818-112
前港公園游泳池,入口大廳右側,台北市,士林區,前港街45號,25.085832,121.521127,2880-5598
臺北市開平餐飲職業學校,校本部中庭,台北市,大安區,復興南路二段148巷24號,25.028796,121.542081,(02)27556939#255
開平餐飲學校主廚之家,主廚之家穿堂,台北市,大安區,復興南路2段148巷15號,25.028543,121.542372,(02)27556939#255
文山區茶展中心步道旁茶展中心,茶展中心展覽室右門口之樓梯間內,台北市,文山區,指南路3段40巷8號之2,24.969175,121.594437,02-27828877
臺北市教師研習中心,研習大樓一樓講座休息室外,台北市,北投區,建國街2號,25.151185,121.549653,28616942轉256
晶華國際酒店股份有限公司,地下3樓健身房,台北市,中山區,中山北路二段39巷3號,25.054067,121.524579,0955086579
故宮晶華股份有限公司,故宮晶華股份有限公司,台北市,士林區,至善路二段221號,25.101359,121.547821,02-28829393
京站時尚廣場,Q1出入口卡務中心外,台北市,大同區,承德路一段一號,25.049345,121.516825,02-2182-8888
台北西華大飯店,1樓員工出入口,台北市,松山區,民生東路三段111號,25.057954,121.545709,0988235123
立榮航空股份有限公司,立榮客機,台北市,中山區,長安東路二段117號8樓,25.048501,121.535545,03-3515340
立榮航空股份有限公司,立榮客機,台北市,中山區,長安東路二段117號8樓,25.048501,121.535545,03-3515340
立榮航空股份有限公司,立榮客機,台北市,中山區,長安東路二段117號8樓,25.048501,121.535545,03-3515340
桑富士運動俱樂部,地下2樓健身房櫃檯旁,台北市,大同區,平陽街29號,25.055138,121.516998,02-25527579
微風台北車站,二樓西北角落,台北市,中正區,北平西路3號2樓,25.048203,121.516535,0921652270
臺北市立動物園,爬蟲館,台北市,文山區,新光路2段30號,24.994771,121.589132,02-29382300-613
燦坤實業股份有限公司,B棟3樓,台北市,內湖區,堤頂大道一段331號3樓,25.062710,121.573044,02-77203999*11033
臺北市立南門國民中學,南門國中仁愛樓1樓,台北市,中正區,廣州街6號,25.033992,121.509089,23142775#45
臺北市立動物園,溫帶區,台北市,文山區,新光路2段30號,24.992773,121.590323,02-29382300-613
臺北市立動物園,非洲區,台北市,文山區,新光路2段30號,24.994567,121.588376,02-29382300-613
臺北市立動物園,非洲區,台北市,文山區,新光路2段30號,24.995014,121.586053,02-29382300-613
臺北市士林區葫蘆國民小學,中正樓一樓學務處門外,台北市,士林區,環河北路三段95號,25.084102,121.507947,02-28129586#826
Curves女性專用30分鐘健身中心忠孝新生店,店內櫃台旁,台北市,中正區,新生南路1段60號3樓,25.040702,121.532513,33222610
Curves女性專用30分鐘健身中心信義永康店,辦公室,台北市,大安區,信義路二段222號2樓,25.033409,121.531367,33222610
交通部臺灣鐵路管理局臺北運務段臺北站,B2F月台層第三月台旅客響導室內,台北市,中正區,北平西路3號,25.047924,121.517081,02-2381-5226#2476
交通部臺灣鐵路管理局臺北運務段臺北站,1樓北側鐵路警察局外,台北市,中正區,北平西路3號,25.047924,121.517081,02-2381-5226#2476
中華工程股份有限公司,B1F及13F,台北市,松山區,東興路12號,25.049888,121.565201,0933600801
雙園國小,大門警衛室,台北市,萬華區,莒光路315號,25.030891,121.497964,23061893#117
臺北市立木柵國民中學,木柵國中警衛室門口外牆,台北市,文山區,木柵路3段102巷12號,24.987413,121.567643,(02)29393031轉331
臺北市萬華區福星國民小學,警衛室,台北市,萬華區,中華路一段66號,25.046784,121.507931,02-23144668-132
錢穆故居,錢穆故居多媒體教室,台北市,士林區,臨溪路72號,25.094169,121.548009,02-2880-5809
陽明山國家公園竹子湖蓬萊米原種田故事館,竹子湖路15-1號,台北市,北投區,竹子湖路15-1號,25.168282,121.539439,02-28625545
台北國賓大飯店,大廳,台北市,中山區,中山北路2段63號,25.056582,121.523130,02-2100-2100#2245
台北市中山老人住宅暨服務中心,1F大廳接待區,台北市,中山區,新生北路2段101巷2號,25.057314,121.528413,0912-290166
全民運動健身中心,全民運動健身中心,台北市,松山區,八德路三段34-1號地下一樓,25.048091,121.552336,0931411100
臺北市立陽明教養院華岡院區,大門進入行政大樓1樓,台北市,士林區,凱旋路61巷4弄9號,25.135194,121.541256,2861-1380-355
台北市東湖國小,台北市東湖國小,台北市,內湖區,東湖路115號,25.069160,121.616068,26332932
二二八國家紀念館,一樓大廳右側(志工服務台前方),台北市,中正區,南海路54號,25.031614,121.513790,02-23326228*206
